產品編號,品名,口味/顏色,大小,規格-數量,品牌,進貨人/廠商,規格,計量單位,標準進價,售價A,售價B,建議售價,主類別,次類別,內部類別,備註,,(廠商名稱),品名規格,,
1A0002058,不倒翁海鮮烏龍拉麵,御昌,,,御昌商行(小蔡),御昌,5入)*袋,袋,100,120,120,130,其他,米麵類,,,,御昌商行(小蔡),不倒翁海鮮烏龍拉麵/御昌/(120g*5入)*袋,,
1A0002059,不倒翁海鮮烏龍拉麵,韓國,,,御昌商行(小蔡),御昌,(120g*5入)*8袋*箱,箱,800,0,0,900,其他,米麵類,,,,御昌商行(小蔡),不倒翁海鮮烏龍拉麵/韓國/御昌/(120g*5入)*8袋*箱,,
1A0002060,海苔粉,細,,,御昌商行(小蔡),御昌,300g*20包入*箱,箱,3200,3800,3800,4000,其他,海苔,,,,御昌商行(小蔡),海苔粉/細/御昌/300g*20包入*箱,,
1A0002061,香菇B,御昌,,,御昌商行(小蔡),,,斤,276,330,340,350,其他,山產,,,,御昌商行(小蔡),香菇B/御昌*斤,,
1A0004001,白醬油(味原液),鬼女神,,,鬼女神食品有限公司,鬼女神,4入*桶,桶,155,170,180,190,其他,醬油,,,,鬼女神食品有限公司,白醬油(味原液)/鬼女神/6K*4入*桶,,
1A0004002,金醇醬油,鬼女神,,,鬼女神食品有限公司,鬼女神,4入*箱,箱,1000,0,0,1100,其他,醬油,,,,鬼女神食品有限公司,金醇醬油/鬼女神/6K*4入*箱,,
1A0004003,白醬油(味原液),鬼女神,,,鬼女神食品有限公司,鬼女神,4入*箱,箱,620,680,680,700,其他,醬油,,,,鬼女神食品有限公司,白醬油(味原液)/鬼女神/6K*4入*箱,,
1A0004004,白醬油,鬼女神,,,鬼女神食品有限公司,鬼女神,12瓶入*箱,箱,500,0,0,0,調味料,醬料,,,,鬼女神食品有限公司,白醬油/鬼女神/1L*12瓶入*箱,,
1A0004005,白醬油,鬼女神,,,鬼女神食品有限公司,鬼女神,12瓶入*瓶,瓶,41.66,0,0,0,調味料,醬料,,,,鬼女神食品有限公司,白醬油/鬼女神/1L*12瓶入*瓶,,
1A0005001,披覆牛奶巧克力片,代可可脂,,,正慧食品工業股份有限公司,40P,正香軒*40P*10包入*箱,箱,2760,2900,2900,3050,其他,抹醬,,,,正慧食品工業股份有限公司,披覆牛奶巧克力片/代可可脂/正慧/正香軒/40P/10包入*箱,,
1A0005002,塗抹醬,3K,,,正慧食品工業股份有限公司,正慧,正慧*正香軒*桶,桶,540,560,570,580,其他,抹醬,,,,正慧食品工業股份有限公司,塗抹醬/3K/牛奶巧克力醬/正慧/正香軒*桶,,
1A0005003,塗抹醬,1K,,,正慧食品工業股份有限公司,正香軒,正慧*正香軒*12入*箱,箱,2400,2500,2520,2600,其他,抹醬,,,,正慧食品工業股份有限公司,塗抹醬/1K/牛奶巧克力醬/正慧/正香軒/12入*箱,,
1A0005004,塗抹醬,金杯,,,正慧食品工業股份有限公司,正慧,牛奶巧克力醬*正慧*正香軒*桶,桶,3300,3400,3400,3500,其他,抹醬,,,,正慧食品工業股份有限公司,塗抹醬/金杯/20k/牛奶巧克力醬/正慧/正香軒*桶***,,
1A0005005,塗抹醬,1K,,,正慧食品工業股份有限公司,正慧,正慧*正香軒*罐,罐,210,230,230,240,其他,抹醬,,,,正慧食品工業股份有限公司,塗抹醬/1K/牛奶巧克力醬/正慧/正香軒*罐,,
1A0005006,軟質白巧克力醬,正慧,,,正慧食品工業股份有限公司,正香軒,20k*桶,桶,3100,3200,3250,3300,其他,抹醬,,,,正慧食品工業股份有限公司,軟質白巧克力醬/正慧/正香軒/20k*桶,,
1A0005007,巧克力漿(扁罐),特濃,,,正慧食品工業股份有限公司,正香軒,正香軒*450g*箱,箱,1080,0,0,1150,調味料,醬料,,,,正慧食品工業股份有限公司,巧克力漿(扁罐)/特濃/正慧/正香軒/450g*箱,,
1A0005008,巧克力漿(扁罐),特濃,,,正慧食品工業股份有限公司,450g,正香軒*450g*12入*罐,罐,90,0,0,100,調味料,醬料,,,,正慧食品工業股份有限公司,巧克力漿(扁罐)/特濃/正慧/正香軒/450g/12入*罐,,
1A0005009,塗抹醬,3K,,,正慧食品工業股份有限公司,正香軒,正慧*正香軒*6入*箱,箱,3240,3330,3360,3450,其他,抹醬,,,,正慧食品工業股份有限公司,塗抹醬/3K/牛奶巧克力醬/正慧/正香軒/6入*箱,,
1A0005010,巧克力漿(扁罐),特濃,,,正慧食品工業股份有限公司,1000g,正香軒*1000g*12入*罐,罐,170,0,0,220,調味料,醬料,,,,正慧食品工業股份有限公司,巧克力漿(扁罐)/特濃/正慧/正香軒/1000g/12入*罐,,
1A0005011,巧克力漿(扁罐),特濃,,,正慧食品工業股份有限公司,1000g,正香軒*1000g*12入*箱,箱,2040,0,0,2100,調味料,醬料,,,,正慧食品工業股份有限公司,巧克力漿(扁罐)/特濃/正慧/正香軒/1000g/12入*箱,,
1A0005012,披覆牛奶巧克力片,代可可脂,,,正慧食品工業股份有限公司,正香軒,正香軒*4P(2P(910g)*2片入)*包,包,315,340,340,350,其他,抹醬,,,,正慧食品工業股份有限公司,披覆牛奶巧克力片/代可可脂/正慧/正香軒/4P(2P(910g)*2片入)*包,,
1A0005013,披覆牛奶巧克力片,代可可脂,,,正慧食品工業股份有限公司,20P,正香軒*20P*5包入*盒,盒,1575,1630,1630,1700,其他,抹醬,,,,正慧食品工業股份有限公司,披覆牛奶巧克力片/代可可脂/正慧/正香軒/20P/5包入*盒,,
1A0005014,軟質牛奶巧克力醬,正慧,,,正慧食品工業股份有限公司,正慧,桶,桶,2700,0,0,0,調味料,醬料,,,,正慧食品工業股份有限公司,軟質牛奶巧克力醬/正慧/20k*桶,,
1A0006014,OK醬,河洛,,,河洛企業股份有限公司,河洛,12入*瓶,瓶,100,110,110,120,其他,沾醬,,,,河洛企業股份有限公司,OK醬/河洛/335g*12入*瓶,,
1A0006015,OK醬,河洛,,,河洛企業股份有限公司,河洛,12入*箱,箱,1200,1280,1300,1320,其他,沾醬,,,,河洛企業股份有限公司,OK醬/河洛/335g*12入*箱,,
1A0006016,芥茉籽醬,河洛,,,河洛企業股份有限公司,210g,6入*罐,罐,90,0,0,100,其他,沾醬,,,,河洛企業股份有限公司,芥茉籽醬/河洛/210g/6入*罐,,
1A0006017,黃芥末醬,河洛,,,河洛企業股份有限公司,24oz,680g*罐,罐,0,0,0,0,其他,沾醬,,,,河洛企業股份有限公司,黃芥末醬/河洛/24oz/680g*罐,,
1A0006018,酸黃瓜,河洛,,,河洛企業股份有限公司,河洛,6入*罐,罐,136,150,150,165,其他,醃漬品,,,,河洛企業股份有限公司,酸黃瓜/河洛/1400g*6入*罐,,
1A0006019,印度咖哩粉,道森,,,河洛企業股份有限公司,河洛,453g*瓶,瓶,105,120,125,130,其他,咖哩,,,,河洛企業股份有限公司,印度咖哩粉/道森/河洛/453g*瓶,,
1A0006020,美極鮮味露,河洛,,,河洛企業股份有限公司,200g,24入*瓶,瓶,58,70,70,75,其他,醬油,,,,河洛企業股份有限公司,美極鮮味露/河洛/200g/24入*瓶,,
1A0006021,牛晶粉,美極,,,河洛企業股份有限公司,河洛,600g*罐,罐,170,190,190,200,調味料,調味粉,,,,河洛企業股份有限公司,牛晶粉/美極/河洛/600g*罐***,,
1A0006022,牛晶粉,美極,,,河洛企業股份有限公司,河洛,600g*6入*箱,箱,1020,1110,1110,1150,調味料,調味粉,,,,河洛企業股份有限公司,牛晶粉/美極/河洛/600g*6入*箱***,,
1A0006023,卡夫芝士粉(青罐起士粉),河洛,,,河洛企業股份有限公司,24入,227g*箱,箱,3408,3600,3650,3780,調味料,調味粉,,,,河洛企業股份有限公司,卡夫芝士粉(青罐起士粉)/河洛/24入/227g*箱,,
1A0006024,卡夫芝士粉(青罐起士粉),河洛,,,河洛企業股份有限公司,24入,227g*罐,罐,142,160,160,170,調味料,調味粉,,,,河洛企業股份有限公司,卡夫芝士粉(青罐起士粉)/河洛/24入/227g*罐,,
1A0006025,洋芋粉,百信,,,河洛企業股份有限公司,2.39K,2.39K*6入*罐,罐,310,0,0,340,調味料,調味粉,,,,河洛企業股份有限公司,洋芋粉/百信/河洛/2.39K/6入*罐,,
1A0006026,黃芥末醬,河洛,,,河洛企業股份有限公司,24oz,12入*箱,箱,840,900,920,960,其他,沾醬,,,,河洛企業股份有限公司,黃芥末醬/河洛/24oz/12入*箱,,
1A0006027,印度咖哩粉,道森,,,河洛企業股份有限公司,河洛,453g*12入*箱,箱,1260,1340,1360,1400,其他,咖哩,,,,河洛企業股份有限公司,印度咖哩粉/道森/河洛/453g*12入*箱,,
1A0006028,酸黃瓜,河洛,,,河洛企業股份有限公司,河洛,6入*箱,箱,816,880,890,920,其他,醃漬品,,,,河洛企業股份有限公司,酸黃瓜/河洛/1400g*6入*箱,,
1A0006029,甜碎瓜,碎酸瓜,,,河洛企業股份有限公司,河洛,720g*12入*箱,箱,1140,1220,1240,1300,其他,醃漬品,,,,河洛企業股份有限公司,甜碎瓜/碎酸瓜/河洛/720g*12入*箱,,
1A0006030,甜碎瓜,碎酸瓜,,,河洛企業股份有限公司,河洛,720g*12入*罐,罐,95,110,110,120,其他,醃漬品,,,,河洛企業股份有限公司,甜碎瓜/碎酸瓜/河洛/720g*12入*罐,,
1A0006031,芝士粉(帕瑪桑乳酪粉),河洛1k,,,河洛企業股份有限公司,,,包,365,0,550,550,調味料,調味粉,,,,河洛企業股份有限公司,芝士粉(帕瑪桑乳酪粉)/河洛1k*包,,
1A0006032,美極鮮味露,河洛,,,河洛企業股份有限公司,200g,24入*箱,箱,1386,1440,1440,1480,其他,醬油,,,,河洛企業股份有限公司,美極鮮味露/河洛/200g/24入*箱,,
1A0006033,美極鮮味露,河洛,,,河洛企業股份有限公司,河洛,6入*箱,箱,1110,1200,1230,1250,其他,調味醬,,,,河洛企業股份有限公司,美極鮮味露/河洛/800g*6入*箱,,
1A0006034,美極鮮味露,河洛,,,河洛企業股份有限公司,河洛,6入*罐,罐,185,210,210,220,其他,調味醬,,,,河洛企業股份有限公司,美極鮮味露/河洛/800g*6入*罐,,
1A0006035,美極雞粉,河洛1k,,,河洛企業股份有限公司,,箱,箱,2124,2400,2400,2460,調味料,調味粉,,,,河洛企業股份有限公司,美極雞粉/河洛1k*12罐*箱,,
1A0006036,美極雞粉,河洛1k,,,河洛企業股份有限公司,,罐,罐,177,200,200,210,調味料,調味粉,,,,河洛企業股份有限公司,美極雞粉/河洛1k*12罐*罐,,
1A0006037,小人物燕麥奶咖啡師(精選)MF,河洛,,,河洛企業股份有限公司,6入,1000ml*罐,罐,125,150,150,160,飲品,冰品飲料類,,,,河洛企業股份有限公司,小人物燕麥奶咖啡師(精選)MF/河洛/6入/1000ml*罐,,
1A0006038,小人物燕麥奶咖啡師(精選)MF,河洛,,,河洛企業股份有限公司,6入,1000ml*箱,箱,750,780,780,820,飲品,冰品飲料類,,,,河洛企業股份有限公司,小人物燕麥奶咖啡師(精選)MF/河洛/6入/1000ml*箱,,
1A0006039,切達起司醬,瑞可司濃縮,,,河洛企業股份有限公司,河洛,3.03KG*6桶*箱,箱,2580,2700,2700,2750,其他,沾醬,,,,河洛企業股份有限公司,切達起司醬/瑞可司濃縮/河洛/3.03KG*6桶*箱,,
1A0006040,切達起司醬,瑞可司濃縮,,,河洛企業股份有限公司,河洛,3.03KG*6桶,桶,430,450,450,460,其他,沾醬,,,,河洛企業股份有限公司,切達起司醬/瑞可司濃縮/河洛/3.03KG*6桶,,
1A0006041,黃芥末醬,河洛,,,河洛企業股份有限公司,8oz,226g*罐,罐,80,90,90,100,其他,沾醬,,,,河洛企業股份有限公司,黃芥末醬/河洛/8oz/226g*罐,,
1A0006042,黃芥末醬,河洛,,,河洛企業股份有限公司,226g,226g*20入*箱, 箱,1600,1700,1700,1750,其他,沾醬,,,,河洛企業股份有限公司,黃芥末醬/河洛/8oz/226g/20入*箱,,
1A0006043,芥末醬,河洛,,,河洛企業股份有限公司,河洛,桶,桶,280,300,0,320,其他,沾醬,,,,河洛企業股份有限公司,芥末醬/河洛/105oz*桶,,
1A0006044,芥末醬,河洛,,,河洛企業股份有限公司,河洛,4桶入*箱,箱,1120,1180,0,1200,其他,沾醬,,,,河洛企業股份有限公司,芥末醬/河洛/105oz*4桶入*箱,,
1A0008033,味精,大王味素,,,味王股份有限公司,味王,1K*12入*箱,箱,1020,1070,1070,1100,其他,味精,,,,味王股份有限公司,味精/大王味素/味王/1K*12入*箱,,
1A0008034,花生麵筋,冠軍,,,味王股份有限公司,味王,170g*24入*箱,箱,624,670,670,700,其他,罐頭,,,,味王股份有限公司,花生麵筋/冠軍/味王/170g*24入*箱,,
1A0008035,味精,全王味素,,,味王股份有限公司,味王,味王*25kg*袋,袋,1700,1800,1800,1850,其他,味精,,,,味王股份有限公司,味精/全王味素/細XFM/味王/25kg*袋,,
1A0008036,香菇素蠔油,味王,,,味王股份有限公司,味王,12入*瓶,瓶,33.5,40,40,45,其他,港式醬料,,,,味王股份有限公司,香菇素蠔油/味王/396ml*12入*瓶,,
1A0008037,醬油,陳年,,,味王股份有限公司,金味王,1.6L*6入*箱,箱,880,0,0,110,其他,醬油,,,,味王股份有限公司,醬油/陳年/金味王/1.6L*6入*箱,,
1A0008038,花生麵筋,冠軍,,,味王股份有限公司,味王,170g*罐,罐,26,32,32,35,其他,罐頭,,,,味王股份有限公司,花生麵筋/冠軍/味王/170g*罐,,
1A0008039,味精,味福味素,,,味王股份有限公司,味王,1K*12入*箱,箱,860,900,910,930,其他,味精,,,,味王股份有限公司,味精/味福味素/味王/1K*12入*箱,,
1A0008040,味精,味福味素,,,味王股份有限公司,味王,1K*包,包,72,85,85,90,其他,味精,,,,味王股份有限公司,味精/味福味素/味王/1K*包,,
1A0008041,味精,高鮮味素,,,味王股份有限公司,味王,500g*盒,盒,99,100,115,120,其他,味精,,,,味王股份有限公司,味精/高鮮味素/味王/500g*盒,,
1A0008042,紫菜湯,味王,,,味王股份有限公司,,,盒,35,40,40,45,其他,沖泡類,,,,味王股份有限公司,紫菜湯/味王*盒,,
1A0008043,味精,高鮮味素,,,味王股份有限公司,味王,1k*盒,盒,158.3,170,180,180,其他,味精,,,,味王股份有限公司,味精/高鮮味素/味王/1k*盒,,
1A0008044,醬油,婦友,,,味王股份有限公司,味王,1L*12入*瓶,瓶,37.5,45,45,45,其他,醬油,,,,味王股份有限公司,醬油/婦友/味王/1L*12入*瓶,,
1A0008045,醬油,婦友,,,味王股份有限公司,味王,1L*12入*箱,箱,450,480,500,520,其他,醬油,,,,味王股份有限公司,醬油/婦友/味王/1L*12入*箱,,
1A0008046,醬油,XO,,,味王股份有限公司,味王,590ml*12入*箱,箱,700,780,780,800,其他,醬油,,,,味王股份有限公司,醬油/XO/味王/590ml*12入*箱,,
1A0008047,醬油,XO,,,味王股份有限公司,味王,590ml*瓶,瓶,58.33,70,70,75,其他,醬油,,,,味王股份有限公司,醬油/XO/味王/590ml*瓶,,
1A0008048,多酚調和油,味王,,,味王股份有限公司,味王,桶,桶,200,220,220,230,其他,油類,,,,味王股份有限公司,多酚調和油/味王/2L*桶,,
1A0008049,味精,鮮寶味素,,,味王股份有限公司,味王,200g*罐,罐,55,65,65,70,其他,咖哩,,,,味王股份有限公司,味精/鮮寶味素/味王/200g*罐,,
1A0008050,味精,味王味素,,,味王股份有限公司,味王味素,盒,盒,13.8,15,20,18,其他,味精,,,,味王股份有限公司,味精/味王味素/100g*盒,,
1A0008051,味精,味王味素,,,味王股份有限公司,味王味素,24入*盒,盒,53,60,60,65,其他,味精,,,,味王股份有限公司,味精/味王味素/500g*24入*盒,,
1A0008052,王子麵,味王,,,味王股份有限公司,味王,箱,箱,174.3,185,190,195,其他,滷味用,,,,味王股份有限公司,王子麵/味王/40包入*箱,,
1A0008053,醬油,金味王,,,味王股份有限公司,味王,780ml*12入*箱,箱,540,580,580,600,其他,醬油,,,,味王股份有限公司,醬油/金味王/味王/780ml*12入*箱,,
1A0008054,醬油,金味王,,,味王股份有限公司,味王,780ml*12入*罐,罐,45,55,55,55,其他,醬油,,,,味王股份有限公司,醬油/金味王/味王/780ml*12入*罐,,
1A0008055,油膏,金味王,,,味王股份有限公司,味王,396ml*12入*瓶,瓶,33.5,40,40,45,其他,油膏,,,,味王股份有限公司,油膏/金味王/味王/396ml*12入*瓶,,
1A0008056,味精,味王味素,,,味王股份有限公司,味王味素,24入*箱,箱,1280,1340,1360,1360,其他,味精,,,,味王股份有限公司,味精/味王味素/500g*24入*箱,,
1A0008057,醬油,金味王,,,味王股份有限公司,味王,1.6L*6入*箱,箱,475,500,510,540,其他,醬油,,,,味王股份有限公司,醬油/金味王/味王/1.6L*6入*箱,,
1A0008058,醬油,金味王,,,味王股份有限公司,味王,5L*4入*箱,箱,830,880,880,920,其他,醬油,,,,味王股份有限公司,醬油/金味王/味王/5L*4入*箱,,
1A0008059,味精,高鮮味素,,,味王股份有限公司,味王,1k*12入*箱,箱,1780,1840,1880,1920,其他,味精,,,,味王股份有限公司,味精/高鮮味素/味王/1k*12入*箱,,
1A0008060,王子麵,寬版,,,味王股份有限公司,味王,40入*箱,箱,174.3,190,190,195,其他,滷味用,,,,味王股份有限公司,王子麵/寬版/味王/40入*箱,,
1A0008061,多酚調和油,味王,,,味王股份有限公司,味王,6入*箱,箱,1200,1260,1260,1300,其他,油類,,,,味王股份有限公司,多酚調和油/味王/2L*6入*箱,,
1A0008062,味精,鮮寶味素,,,味王股份有限公司,味王,200g*15入*箱,箱,825,900,920,950,其他,味精,,,,味王股份有限公司,味精/鮮寶味素/味王/200g*15入*箱,,
1A0008063,紫菜湯,味王,,,味王股份有限公司,味王,箱,箱,1050,1100,1130,1150,其他,沖泡類,,,,味王股份有限公司,紫菜湯/味王/30盒入*箱,,
1A0008064,味精,味王味素,,,味王股份有限公司,味王味素,120盒入*箱,箱,1380,1460,1460,1500,其他,味精,,,,味王股份有限公司,味精/味王味素/100g*120盒入*箱,,
1A0008065,味精,高鮮味素,,,味王股份有限公司,味王,500g*12入*箱,箱,1190,1250,1280,1320,其他,味精,,,,味王股份有限公司,味精/高鮮味素/味王/500g*12入*箱,,
1A0008066,醬油,金味王,,,味王股份有限公司,味王,1.6L*6入*罐,罐,79.2,90,90,95,其他,醬油,,,,味王股份有限公司,醬油/金味王/味王/1.6L*6入*罐,,
1A0008067,醬油,金味王,,,味王股份有限公司,味王,5L*4入*桶,桶,207.5,225,230,240,其他,醬油,,,,味王股份有限公司,醬油/金味王/味王/5L*4入*桶,,
1A0008068,健康調和油,味王,,,味王股份有限公司,味王,桶,桶,130,0,0,150,其他,油類,,,,味王股份有限公司,健康調和油/味王/2L*桶,,
1A0008069,健康調和油,味王,,,味王股份有限公司,味王,箱,箱,780,0,0,0,其他,油類,,,,味王股份有限公司,健康調和油/味王/2L*箱,,
1A0008070,油膏,金味王,,,味王股份有限公司,味王,396ml*12入*箱,箱,402,450,450,470,其他,油膏,,,,味王股份有限公司,油膏/金味王/味王/396ml*12入*箱,,
1A0008071,香菇素蠔油,味王,,,味王股份有限公司,味王,12入*箱,箱,402,450,450,470,其他,港式醬料,,,,味王股份有限公司,香菇素蠔油/味王/396ml*12入*箱,,
1A0008072,味精,全王味素,,,味王股份有限公司,味王,味王*25kg*袋,袋,1700,1800,1800,1850,其他,味精,,,,味王股份有限公司,味精/全王味素/粗M6/味王/25kg*袋,,
1A0008073,味精,味王味素,,,味王股份有限公司,味王味素,30盒入*封,封,345,370,380,390,其他,味精,,,,味王股份有限公司,味精/味王味素/100g*30盒入*封,,
1A0008074,味精,味王味素,,,味王股份有限公司,味王味素,6盒入*封,封,318,340,350,380,其他,味精,,,,味王股份有限公司,味精/味王味素/500g*6盒入*封,,
1A0008076,蘆筍露,味王,,,味王股份有限公司,味王,24入*箱,箱,170,0,0,0,其他,味王,,,,味王股份有限公司,蘆筍露/味王/250g*24入*箱,,
1A0008077,醬油,特選原色,,,味王股份有限公司,味王,5L*4入*桶,桶,167.5,185,190,200,其他,醬油,,,,味王股份有限公司,醬油/特選原色/味王/5L*4入*桶,,
1A0008078,醬油,特選原色,,,味王股份有限公司,味王,5L*4入*箱,箱,670,710,730,750,其他,醬油,,,,味王股份有限公司,醬油/特選原色/味王/5L*4入*箱,,
1A0008079,醬油,頂級XO,,,味王股份有限公司,味王,味王*500ml*12入*箱,箱,1380,1460,1480,1550,其他,醬油,,,,味王股份有限公司,醬油/頂級XO/非基改/味王/500ml*12入*箱,,
1A0008080,醬油,頂級XO,,,味王股份有限公司,味王,味王*500ml*罐,罐,115,130,130,140,其他,醬油,,,,味王股份有限公司,醬油/頂級XO/非基改/味王/500ml*罐***,,
1A0008081,醬油,佳露,,,味王股份有限公司,味王,1000ml*12入*箱,箱,740,0,0,0,其他,味王,,,,味王股份有限公司,醬油/佳露/味王/1000ml*12入*箱,,
1A0008082,油膏,金品,,,味王股份有限公司,味王,5L*4入*箱,箱,680,0,0,0,其他,油膏,,,,味王股份有限公司,油膏/金品/味王/5L*4入*箱,,
1A0008083,醬油,頂級XO,,,味王股份有限公司,味王,500ml*瓶,瓶,115,130,130,140,其他,醬油,,,,味王股份有限公司,醬油/頂級XO/味王/500ml*瓶,,
1A0008084,醬油,頂級XO,,,味王股份有限公司,味王,500ml*12瓶入*箱,箱,1380,1460,1480,1550,其他,醬油,,,,味王股份有限公司,醬油/頂級XO/味王/500ml*12瓶入*箱,,
1A0008085,油膏,XO香菇風味,,,味王股份有限公司,味王,500ml*瓶,瓶,58.33,70,70,75,其他,醬油,,,,味王股份有限公司,油膏/XO香菇風味/味王/500ml*瓶,,
1A0008086,油膏,XO香菇風味,,,味王股份有限公司,味王,500ml*12瓶入*箱,箱,700,780,780,800,其他,醬油,,,,味王股份有限公司,油膏/XO香菇風味/味王/500ml*12瓶入*箱,,
1A0008087,醬油,香菇,,,味王股份有限公司,味王,味王*500ml*瓶,瓶,58.3,70,70,75,其他,醬油,,,,味王股份有限公司,醬油/香菇/XO/味王/500ml*瓶,,
1A0008088,醬油,香菇,,,味王股份有限公司,味王,味王*500ml*12瓶入*箱,箱,700,760,760,800,其他,醬油,,,,味王股份有限公司,醬油/香菇/XO/味王/500ml*12瓶入*箱,,
1A0008089,醬油,紅麴XO,,,味王股份有限公司,味王,590ml*12入*瓶,瓶,74.17,85,85,90,其他,醬油,,,,味王股份有限公司,醬油/紅麴XO/味王/590ml*12入*瓶,,
1A0009001,芝麻醬,香霸味,,,鎧逸企業股份有限公司,鎧逸,3K*桶,桶,250,270,270,280,其他,沾醬,,,,鎧逸企業股份有限公司,芝麻醬/香霸味/鎧逸/3K*桶,,
1A0009002,芝麻醬,麻醬王,,,鎧逸企業股份有限公司,鎧逸,3K*桶,桶,343.33,360,360,380,其他,沾醬,,,,鎧逸企業股份有限公司,芝麻醬/麻醬王/鎧逸/3K*桶,,
1A0009003,芝麻醬,麻醬王,,,鎧逸企業股份有限公司,鎧逸,3K*6入*箱,箱,2060,2150,2170,2250,其他,沾醬,,,,鎧逸企業股份有限公司,芝麻醬/麻醬王/鎧逸/3K*6入*箱,,
1A0009004,香油,香霸王,,,鎧逸企業股份有限公司,鎧逸,3K*桶,桶,245,260,260,280,其他,油類,,,,鎧逸企業股份有限公司,香油/香霸王/鎧逸/3K*桶,,
1A0009005,香油,香霸王,,,鎧逸企業股份有限公司,鎧逸,3K*6入*箱,箱,1470,1540,1540,1570,其他,油類,,,,鎧逸企業股份有限公司,香油/香霸王/鎧逸/3K*6入*箱,,
1A0009006,香麻油,真老香油,,,鎧逸企業股份有限公司,鎧逸,3.3K*桶,桶,285,310,310,330,其他,油類,,,,鎧逸企業股份有限公司,香麻油/真老香油/鎧逸/3.3K*桶,,
1A0009007,香麻油,真老香油,,,鎧逸企業股份有限公司,鎧逸,3.3K*6入*箱,箱,1710,1860,1860,1900,其他,油類,,,,鎧逸企業股份有限公司,香麻油/真老香油/鎧逸/3.3K*6入*箱,,
1A0009008,辣椒油,香霸味3L,,,鎧逸企業股份有限公司,香霸味3L,箱,箱,1020,0,0,0,其他,油類,,,,鎧逸企業股份有限公司,辣椒油/香霸味3L/6入*箱,,
1A0009009,辣椒油,香霸味3L,,,鎧逸企業股份有限公司,香霸味3L,桶,桶,170,0,0,0,其他,油類,,,,鎧逸企業股份有限公司,辣椒油/香霸味3L/6入*桶,,
1A0010001,葡萄乾,聖多美,,,同興實業股份有限公司,聖多美,盒,盒,56.67,65,65,65,其他,蜜餞,,,,同興實業股份有限公司,葡萄乾/聖多美/同興*盒,,
1A0010002,夏威夷豆,南非樂家,,,同興實業股份有限公司,同興,同興*25磅(18.92斤)*箱,箱,5000,5300,5400,5500,其他,堅果,,,,同興實業股份有限公司,夏威夷豆/南非樂家/4XL/同興/25磅(18.92斤)*箱,,
